customer_id,recency,frequency,monetary_value,customer_tier
11,12388,115,10,677.73101,Standard
1074,16757,73,6,915.45834,Standard
710,15213,71,9,714.9472400000001,Standard
619,14798,18,5,926.77205,Standard
173,12980,131,4,1135.91135,Standard
522,14457,21,1,1347.4977999999999,Standard
1199,17256,31,7,822.9188399999999,Standard
22,12423,173,8,871.1811500000001,Standard
1363,17861,80,6,915.3847600000001,Standard
251,13255,361,4,1309.09044,Standard
485,14309,17,7,774.0699299999999,Standard
386,13901,75,8,759.3011200000001,Standard
831,15713,222,5,1104.1578800000002,Standard
460,14220,193,9,799.42166,Standard
883,15938,97,4,1065.21,Standard
984,16401,118,10,653.77263,Standard
1156,17076,253,5,1106.9117400000002,Standard
855,15823,157,9,756.9466100000001,Standard
1357,17849,140,2,1309.28912,Standard
963,16282,168,8,851.0709,Standard
1231,17371,227,4,1212.85064,Standard
1369,17873,354,4,1277.46416,Standard
644,14913,206,7,914.90098,Standard
761,15395,108,6,907.2704799999999,Standard
1109,16899,216,9,797.0840000000001,Standard
1251,17430,261,3,1307.1,Standard
169,12963,265,6,998.94699,Standard
97,12686,335,6,1029.95996,Standard
714,15222,76,5,941.8050000000002,Standard
1141,17025,352,5,1137.7283,Standard
932,16140,328,6,1019.4395200000001,Standard
1168,17128,145,6,915.49144,Standard
683,15100,124,6,904.9762400000001,Standard
129,12785,246,8,865.1099100000001,Standard
1337,17760,353,7,952.24692,Standard
324,13629,22,5,889.8865900000001,Standard
347,13754,59,5,908.52232,Standard
1227,17362,16,6,782.9063,Standard
534,14501,81,4,991.62,Standard
842,15769,148,6,906.59902,Standard
1097,16863,224,5,1036.0081,Standard
925,16112,138,5,971.7060000000001,Standard
716,15226,20,7,701.2955199999999,Standard
1157,17082,66,11,529.79418,Standard
951,16235,119,7,806.5408600000001,Standard
1257,17454,211,7,872.47047,Standard
910,16037,202,7,867.0799900000001,Standard
1063,16726,230,8,803.80616,Standard
551,14553,166,6,892.97922,Standard
179,13002,66,5,883.6959,Standard
810,15607,151,6,873.41744,Standard
307,13551,77,3,1015.0567800000001,Standard
1034,16607,187,8,743.69864,Standard
1113,16912,93,5,899.5545400000001,Standard
1305,17646,258,5,984.6298600000001,Standard
1111,16905,334,5,1009.42064,Standard
297,13497,301,8,802.1910799999999,Standard
163,12942,265,7,867.01715,Standard
431,14113,27,7,644.80032,Standard
662,15028,297,7,871.1564000000001,Standard
380,13880,284,5,986.7429999999999,Standard
466,14237,357,6,933.07434,Standard
943,16202,224,7,841.24432,Standard
1044,16665,236,5,965.3150400000001,Standard
743,15346,137,7,748.0052800000001,Standard
342,13728,20,5,790.43261,Standard
1259,17457,12,5,760.69028,Standard
42,12489,151,6,842.08664,Standard
636,14878,200,6,867.10406,Standard
854,15822,207,6,868.16836,Standard
314,13581,13,5,752.9832700000001,Standard
505,14411,21,8,555.1851399999999,Standard
519,14448,244,8,722.25264,Standard
521,14450,87,3,970.2567400000001,Standard
1279,17552,335,2,1246.35554,Standard
361,13807,281,4,1026.69348,Standard
384,13894,19,6,650.60818,Standard
467,14238,111,5,860.8407599999999,Standard
1019,16551,152,8,634.60984,Standard
258,13284,93,6,742.0548,Standard
231,13165,171,5,886.26678,Standard
1042,16658,293,7,807.9892199999999,Standard
159,12929,26,5,742.9946199999999,Standard
751,15363,344,2,1220.9574200000002,Standard
1071,16752,345,4,1020.26484,Standard
320,13611,212,4,961.2864099999999,Standard
948,16221,286,4,982.2266,Standard
857,15831,99,3,916.48698,Standard
922,16098,364,5,920.4001800000001,Standard
86,12664,91,5,768.7543800000001,Standard
469,14242,109,5,777.22724,Standard
561,14595,39,5,705.89456,Standard
241,13209,111,10,444.0487,Standard
1346,17802,342,5,900.1755800000001,Standard
1345,17800,144,7,606.6588800000001,Standard
110,12728,135,7,594.29088,Standard
950,16233,124,6,658.25746,Standard
1135,16997,13,5,622.05436,Standard
827,15689,234,2,1040.63216,Standard
70,12594,93,5,721.74819,Standard
729,15290,119,7,574.17486,Standard
1126,16949,54,4,751.5505600000001,Standard
14,12402,95,6,601.69168,Standard
1400,17980,204,7,607.1341,Standard
606,14761,145,3,899.16624,Standard
1367,17869,288,6,750.80304,Standard
617,14794,142,5,738.10112,Standard
607,14766,258,5,820.0372400000001,Standard
326,13649,269,6,727.95631,Standard
986,16403,32,3,781.8919999999999,Standard
1033,16600,164,1,1056.58812,Standard
533,14498,232,6,700.3114400000001,Standard
964,16293,283,7,637.72452,Standard
1162,17095,132,5,695.30536,Standard
918,16083,222,8,547.04448,Standard
480,14293,303,5,815.3996999999999,Standard
17,12414,18,6,507.98875999999996,Standard
1438,18144,72,5,614.58136,Standard
881,15922,344,6,726.3414600000001,Standard
859,15835,128,5,660.82288,Standard
440,14150,212,6,645.36838,Standard
1235,17376,23,5,573.8359,Standard
1326,17714,88,6,567.30336,Standard
737,15312,178,5,716.75717,Standard
821,15660,265,6,669.78096,Standard
843,15777,65,6,545.1926400000001,Standard
446,14176,114,8,459.37734,Standard
1260,17460,67,6,541.45782,Standard
106,12724,133,7,534.8224,Standard
648,14952,247,7,574.07879,Standard
903,16013,152,8,470.77836,Standard
1254,17446,19,3,672.14265,Standard
637,14889,148,7,522.68408,Standard
1410,18037,89,7,473.27756000000005,Standard
531,14496,28,3,682.8861099999999,Standard
593,14715,130,7,502.70488000000006,Standard
747,15353,287,4,848.59696,Standard
134,12820,112,5,600.3023400000001,Standard
767,15447,127,5,605.7925600000001,Standard
896,15984,163,5,643.4283399999999,Standard
321,13614,126,6,555.09776,Standard
144,12855,349,3,900.9267,Standard
1318,17691,194,6,576.95366,Standard
10,12386,157,6,568.05386,Standard
259,13295,210,5,661.07456,Standard
715,15224,195,9,368.29734,Standard
923,16109,8,3,607.75325,Standard
404,14006,30,4,584.94368,Standard
260,13304,170,3,785.6132400000001,Standard
845,15781,1,3,599.7804199999998,Standard
966,16306,153,7,478.96038,Standard
838,15749,135,5,588.152,Standard
52,12524,140,5,588.4200000000001,Standard
920,16086,285,5,673.79068,Standard
1273,17526,223,6,573.13349,Standard
915,16062,249,5,646.1687400000001,Standard
911,16042,135,5,574.5232000000001,Standard
723,15266,162,4,672.5916000000001,Standard
646,14932,263,3,848.52049,Standard
222,13140,269,4,755.95366,Standard
860,15838,22,5,474.97214,Standard
1155,17075,62,6,434.70774,Standard
1463,18259,271,3,816.4098,Standard
1414,18050,206,5,596.9521199999999,Standard
513,14438,1,5,447.41712,Standard
7,12373,25,5,471.83844,Standard
1347,17809,331,3,832.9764,Standard
244,13225,159,5,572.27852,Standard
1413,18044,221,3,759.58112,Standard
1146,17041,222,4,677.65824,Standard
960,16271,195,4,660.26326,Standard
1139,17018,109,5,538.50802,Standard
1405,18008,71,5,504.35460000000006,Standard
132,12797,213,7,464.25558000000007,Standard
250,13253,166,5,565.10205,Standard
941,16186,341,2,877.0397300000001,Standard
5,12359,131,3,653.19048,Standard
1118,16926,331,6,557.0672000000001,Standard
158,12928,204,8,346.43788,Standard
569,14627,27,4,508.52765,Standard
1447,18190,105,6,432.63374000000005,Standard
1420,18071,264,4,665.46054,Standard
1039,16654,291,5,594.12812,Standard
562,14600,1,2,584.4935999999999,Standard
1332,17739,138,2,726.6991200000001,Standard
1125,16948,108,4,557.8621,Standard
1263,17491,108,7,321.03621999999996,Standard
676,15062,204,7,383.4849,Standard
188,13033,188,5,539.0459999999999,Standard
997,16458,222,5,556.0024,Standard
1399,17978,259,4,626.14119,Standard
1249,17420,364,5,590.04788,Standard
763,15421,19,2,573.86942,Standard
270,13329,177,5,509.92394,Standard
72,12601,137,4,555.9315200000001,Standard
699,15180,283,6,487.42668000000003,Standard
278,13397,167,4,569.57808,Standard
693,15164,167,5,484.99863,Standard
977,16365,206,6,446.57882,Standard
1303,17643,354,4,629.48752,Standard
497,14389,70,1,714.75138,Standard
126,12778,31,3,492.76133999999996,Standard
289,13473,126,3,568.20992,Standard
566,14618,158,3,577.7505500000001,Standard
1277,17548,363,4,604.2439400000001,Standard
707,15204,188,7,308.53318,Standard
803,15587,171,2,645.1080000000002,Standard
615,14782,80,3,517.28724,Standard
706,15203,25,6,246.80728,Standard
468,14239,50,3,483.28592000000003,Standard
74,12609,66,4,432.78270000000003,Standard
940,16168,77,3,506.56376,Standard
809,15606,101,4,466.92107999999996,Standard
1360,17857,195,4,529.55793,Standard
750,15361,234,5,472.88304,Standard
401,13993,127,3,537.36752,Standard
171,12970,89,2,567.7338,Standard
1322,17702,259,3,591.8583000000001,Standard
44,12494,165,5,394.76707,Standard
133,12808,303,5,484.04678,Standard
51,12523,132,3,509.0009600000001,Standard
1356,17848,17,5,255.51064,Standard
596,14732,167,5,354.92064000000005,Standard
957,16262,222,2,601.44,Standard
264,13313,169,3,517.5003,Standard
1095,16858,269,2,623.1208600000001,Standard
745,15350,356,3,589.5627400000001,Standard
1128,16954,212,5,376.79848,Standard
327,13652,303,5,448.8868,Standard
528,14479,262,5,430.24652,Standard
479,14292,109,3,467.60720000000003,Standard
357,13787,245,5,376.04592,Standard
247,13238,215,4,467.94696000000005,Standard
999,16473,152,4,401.65488000000005,Standard
206,13094,154,4,410.20744,Standard
378,13873,17,3,335.98028,Standard
313,13579,305,5,431.40693999999996,Standard
1041,16656,59,6,178.67346,Standard
212,13108,348,3,570.85472,Standard
175,12990,18,2,428.56425,Standard
720,15246,202,6,281.38315,Standard
229,13161,38,2,454.97552,Standard
413,14047,153,4,379.66346,Standard
1311,17674,303,5,388.11861,Standard
713,15221,271,5,371.08666000000005,Standard
394,13958,337,4,492.32529999999997,Standard
892,15971,22,3,332.61582,Standard
680,15081,281,4,472.6349,Standard
530,14491,345,3,553.3631,Standard
355,13784,24,4,269.37328,Standard
775,15482,202,5,319.06914,Standard
1306,17655,195,5,312.74456,Standard
1020,16552,359,4,480.24172,Standard
764,15422,93,4,302.93604,Standard
1209,17306,59,5,202.65262,Standard
523,14460,20,2,346.7862,Standard
1144,17033,208,4,369.26794,Standard
319,13606,26,3,295.96220999999997,Standard
60,12557,137,4,318.57328,Standard
1272,17525,209,4,367.94173,Standard
185,13027,178,4,344.3825,Standard
972,16333,16,1,458.03515000000004,Standard
280,13405,66,3,311.89878000000004,Standard
261,13305,346,3,497.62692999999996,Standard
886,15945,260,2,537.87038,Standard
291,13487,173,3,380.59002,Standard
967,16315,127,4,294.6056,Standard
308,13552,45,3,294.42416000000003,Standard
1134,16996,172,4,317.45561999999995,Standard
852,15812,64,2,347.56500000000005,Standard
1275,17540,50,2,343.324,Standard
388,13922,171,3,368.18522,Standard
688,15139,151,4,299.3232,Standard
1181,17204,179,3,361.5300000000001,Standard
356,13786,284,2,508.20477,Standard
893,15973,166,3,343.87712999999997,Standard
836,15732,341,4,352.72468,Standard
549,14548,66,2,324.00138000000004,Standard
697,15174,93,1,472.00615999999997,Standard
1038,16638,121,3,301.54146,Standard
626,14828,152,3,322.44568,Standard
1383,17924,178,4,290.49351,Standard
192,13049,66,3,266.15454,Standard
1022,16554,131,1,480.89423999999997,Standard
692,15160,188,3,336.9105,Standard
974,16351,137,2,359.76372000000003,Standard
90,12672,124,3,291.3256,Standard
385,13898,108,2,335.17186,Standard
861,15841,165,5,181.48313000000002,Standard
204,13092,208,4,275.09245,Standard
877,15899,303,4,308.17420000000004,Standard
1264,17496,203,4,265.17091,Standard
684,15101,153,4,235.72325999999998,Standard
1385,17929,11,2,223.34859999999998,Standard
1284,17572,357,2,459.8788,Standard
677,15070,347,1,541.14814,Standard
400,13984,105,4,157.8905,Standard
507,14414,201,4,236.59498,Standard
909,16034,136,2,301.00376,Standard
331,13672,135,3,246.40016,Standard
616,14784,97,3,204.103,Standard
37,12477,27,2,204.11645,Standard
1281,17560,20,2,182.02840999999998,Standard
711,15215,59,2,238.98392000000004,Standard
452,14201,207,3,271.9092,Standard
412,14045,159,4,165.54782,Standard
969,16321,96,2,248.8328,Standard
1466,18277,70,1,301.02000000000004,Standard
93,12678,173,3,230.90673000000004,Standard
629,14842,5,2,138.6988,Standard
189,13034,307,4,228.94272,Standard
1308,17671,258,1,432.6393,Standard
599,14737,173,2,275.36662,Standard
782,15512,209,4,159.93408,Standard
465,14236,335,3,274.1973,Standard
1175,17181,359,2,338.15038,Standard
73,12605,257,2,299.45178000000004,Standard
1189,17227,302,3,261.35425,Standard
162,12939,146,2,246.63976000000002,Standard
215,13115,153,2,247.97344,Standard
219,13136,257,3,241.98876,Standard
471,14248,66,1,264.117,Standard
696,15171,101,3,129.45452,Standard
939,16163,256,4,156.15929999999997,Standard
897,15987,303,3,249.09936,Standard
336,13703,70,1,255.61000000000004,Standard
481,14295,136,2,209.516,Standard
976,16359,119,4,87.31512000000001,Standard
757,15380,257,1,349.43886,Standard
1352,17820,203,1,335.00013999999993,Standard
152,12908,33,1,213.64000000000001,Standard
894,15981,24,2,112.63356999999999,Standard
182,13011,336,3,245.94072,Standard
367,13831,319,2,290.33456,Standard
174,12989,118,2,172.7776,Standard
735,15304,301,3,227.02033999999998,Standard
798,15569,135,1,279.2108,Standard
733,15299,337,1,370.24773,Standard
823,15664,203,1,313.84099999999995,Standard
654,14987,263,1,343.27508,Standard
1100,16882,58,1,215.44000000000003,Standard
1417,18062,159,3,136.92262,Standard
962,16279,141,2,163.86896000000002,Standard
363,13817,171,2,183.41964000000002,Standard
705,15199,6,1,129.72662,Standard
1396,17969,227,3,146.21568,Standard
847,15797,76,1,194.055,Standard
87,12665,104,2,113.20679999999999,Standard
45,12500,141,3,92.07744,Standard
658,15018,287,1,301.06327999999996,Standard
194,13064,117,1,201.42931,Standard
512,14437,265,2,197.34346000000002,Standard
1465,18269,195,2,155.66092,Standard
1132,16992,18,2,48.96124,Standard
454,14206,224,1,268.24,Standard
704,15197,132,3,69.31081999999999,Standard
1245,17411,263,2,181.94368000000003,Standard
0,12346,108,1,174.98174,Standard
1142,17026,315,3,142.89231999999998,Standard
624,14821,280,1,287.89,Standard
1206,17291,8,1,99.901,Standard
754,15370,137,2,111.23664000000001,Standard
1271,17524,229,1,261.61152,Standard
1457,18230,203,2,143.01774,Standard
1409,18032,143,3,63.9368,Standard
392,13948,224,2,147.76608000000002,Standard
559,14589,333,1,277.16639999999995,Standard
1029,16579,257,1,254.3049,Standard
1253,17442,257,1,249.5259,Standard
565,14616,62,1,123.81000000000002,Standard
1276,17547,341,2,173.05294,Standard
112,12734,172,2,108.76361999999999,Standard
1091,16835,350,1,274.49793999999997,Standard
114,12736,138,1,157.90640000000002,Standard
1032,16596,266,3,95.71872,Standard
1001,16493,124,1,147.5144,Standard
981,16387,91,2,53.704139999999995,Standard
1159,17090,177,2,104.64258000000002,Standard
516,14441,90,2,50.856899999999996,Standard
1072,16754,336,2,149.43154,Standard
1127,16950,283,2,137.31,Standard
145,12865,210,1,189.26,Standard
298,13502,97,1,115.42854,Standard
272,13368,157,1,151.2435,Standard
1454,18225,257,2,123.51650000000001,Standard
819,15649,150,2,76.77799999999999,Standard
130,12791,363,2,153.15916,Standard
429,14101,112,1,120.39922,Standard
1387,17949,159,2,75.26411999999999,Standard
987,16405,17,1,49.56971999999999,Standard
1462,18256,180,2,77.51823999999999,Standard
744,15347,269,2,108.52858,Standard
448,14185,130,1,110.8896,Standard
495,14373,195,1,146.62796,Standard
1026,16565,245,2,95.01320000000001,Standard
1057,16716,22,1,46.90792,Standard
638,14895,93,1,77.556,Standard
811,15611,146,1,108.61456000000001,Standard
700,15181,222,2,72.49034,Standard
210,13104,179,1,123.81000000000002,Standard
1458,18233,109,1,82.615,Standard
841,15759,195,1,125.05959999999999,Standard
1335,17752,203,1,127.66,Standard
457,14213,335,2,98.40556000000001,Standard
582,14679,335,1,158.6729,Standard
153,12913,289,2,82.57288000000001,Standard
873,15885,13,1,24.51066,Standard
344,13747,363,1,158.6729,Standard
302,13527,115,1,64.56166,Standard
372,13848,269,1,132.38150000000002,Standard
1321,17700,257,2,57.25926,Standard
1408,18017,19,1,22.65656,Standard
333,13693,105,1,55.35478,Standard
79,12643,136,1,69.38576,Standard
708,15208,173,1,93.8223,Standard
305,13538,45,1,34.58608,Standard
796,15562,171,1,84.21000000000002,Standard
88,12666,206,2,43.37148,Standard
1105,16892,95,1,47.23855999999999,Standard
1043,16660,79,1,42.84618,Standard
885,15940,22,1,19.06284,Standard
1009,16519,258,1,106.40027999999998,Standard
160,12931,186,2,27.87404,Standard
740,15329,257,1,104.91615,Standard
858,15834,337,1,124.4332,Standard
224,13144,137,1,48.19856,Standard
738,15316,114,1,42.344,Standard
1047,16679,271,1,101.85810000000001,Standard
1431,18113,299,1,105.98622,Standard
382,13883,109,1,34.91,Standard
612,14777,195,1,63.75228,Standard
1296,17616,288,1,98.13,Standard
256,13270,269,1,84.71000000000002,Standard
1240,17396,335,2,43.36314,Standard
242,13211,225,1,67.27056,Standard
1147,17044,203,1,56.79722,Standard
781,15510,126,1,34.58536,Standard
1304,17644,88,1,20.43258,Standard
1324,17707,150,1,40.62592,Standard
253,13266,203,1,51.12642,Standard
647,14944,172,1,46.33475999999999,Standard
157,12924,118,1,24.588009999999997,Standard
148,12870,270,1,65.0873,Standard
121,12755,264,1,59.57876,Standard
921,16094,153,1,30.58736,Standard
426,14090,103,1,16.9032,Standard
556,14576,336,1,70.03945999999999,Standard
27,12434,223,1,46.8128,Standard
1220,17339,258,1,47.7888,Standard
196,13068,82,1,6.99,Standard
1085,16810,223,1,35.5944,Standard
1005,16500,128,1,15.062399999999998,Standard
632,14865,336,1,52.65438,Standard
1119,16927,231,1,36.42736000000001,Standard
1437,18141,223,1,34.67872,Standard
1327,17720,287,1,46.96574,Standard
1368,17870,280,1,46.51174,Standard
993,16424,157,1,17.28906,Standard
1031,16593,118,1,7.7243,Standard
433,14119,177,1,22.13178,Standard
1014,16532,164,1,17.151,Standard
48,12503,158,1,16.04535,Standard
1096,16861,291,1,38.0934,Standard
82,12649,258,1,28.15708,Standard
346,13750,152,1,8.63376,Standard
186,13029,173,1,15.44055,Standard
366,13829,203,1,20.03374,Standard
1210,17307,257,1,26.37978,Standard
1301,17633,203,1,19.20774,Standard
1054,16711,188,1,16.72974,Standard
393,13953,172,1,13.6464,Standard
475,14264,336,1,30.65638,Standard
1201,17262,271,1,22.4743,Standard
633,14866,269,1,20.85455,Standard
1133,16995,336,1,25.11686,Standard
1384,17925,349,1,27.30458,Standard
68,12586,303,1,22.18574,Standard
225,13145,336,1,24.023,Standard
774,15468,223,1,8.6312,Standard
564,14608,235,1,11.27696,Standard
1448,18193,270,1,15.420799999999998,Standard
150,12875,240,1,7.056,Standard
290,13481,291,1,14.7928,Standard
931,16138,291,1,14.7928,Standard
345,13748,365,1,7.81688,Standard
